hu826751,11,11,greyish blue,greyish blue
hu5C5920,4,6,Hazelish blue,Hazelish blue
huCF0C0F,6,6,blue-grey,blue-grey
huD0D2F9,9,11,,
huCB92AC,8,8,blue/green/gray,same
hu0C8573,22,22,Continuous shade of brown with darker stripes and rings,"Same same, but different."
hu983A64,13,13,Greyish blue with brown ring around pupil. Looks green from a distance,Same
hu0C0779,18,18,Brown with flecks,Same
huE35226,1,1,Blue,Blue
huF84457,11,11,Hazel,Hazel
huD8A898,14,14,green,same
hu919BE3,2,5,dark blue,dark blue 
huED962A,4,4,blue,same
huB19789,22,22,"both eyes are a dark bown with green, gold markings in a almost perfect circular sun-rays like pattern ",same
hu8ACB28,4,4,blue,same
hu0739F4,20,20,Cinnamon honey,Same
hu88F5BD,,,,
hu9E6329,20,20,brown,same
hu199EF4,7,7,Greyish Blue with darker outer ring,same
hu84D25C,4,4,"Blue-grey, light streaks outside to center. RGB color (78,127,158) is closest average color",Same
hu5A306E,13,13,green with brown flecks,green with brown flecks
huAFA81C,15,15,green-brown hazel,same
hu47CCA7,3,3,blue/grey with a slightly darker ring around the outside,same
hu4FE12A,17,17,brown,brown
hu5D4AD0,4,4,Blue,Blue
hu093F8B,14,14,hazel ,same
huF45021,11,11,,
hu27340D,5,6,blue/green,same (maybe a little lighter)
hu46528F,22,22,dark brown,same
hu77C5CB,7,7,grayish blue,same
hu08334F,10,10,green,green
hu474D66,21,21,Deep Brown,Deep Brown
hu0CA6C6,5,5,Few flecks,Few flecks
hu7DAFF3,11,11,Green with gold ring near pupil,same as left eye
huDCF4FA,13,13,hazel,hazel
huF21DD4,21,21,Dark brown fairly uniform ,Same
huCE2801,14,14,brown with green ring,brown with green ring
huF421B2,14,14,hazel,hazel
hu6664F3,17,18,hazel,same
hu92F8E1,4,4,Blue,Same
huB746CE,1,1,blue,blue
huA939D6,15,15,greenish brown,same
hu9B82D1,9,10,green with single brown fleck,green
huDBF064,4,4,blue,same
huB7D6B1,9,9,Green with ring of light brown around pupil,Same
huC7AA8A,17,18,brown,brown
hu12D2A3,2,2,Very light blue,Very light blue
hu77CC58,13,13,Hazel,Hazel
huAF458E,10,10,Medium Green no flecks,SAME
hu453E0E,13,13,green with gold flecks and a gray ring,same
hu7E309A,16,16,hazel,same
hu7719F7,4,3,,
huDF9053,24,24,brown,same
huD862CE,18,18,,
huA90CA9,1,1,Aqua with a white ring around outside,Aqua with a white ring around the outside
hu73BFBC,10,10,green with dark blue ring,same
hu329CC4,7,7,blue with ring,blue with ring
huE7D8FA,13,13,green,same
hu43294F,8,11,light blue-green changes colors,light green-blue changes colors
huD70430,7,7,"Blue, dark blue outer ring, small inner ring light brown","Blue, dark blue outer ring, small inner ring light brown"
hu2F6B37,3,3,blue,blue
hu9E8595,6,6,blue grey with brownish center ring,blue grey with brownish center ring
hu26C7EE,13,13,green,green
hu26C7EE,13,13,green,green
hu5DE8CD,13,13,greenish gray,same
huB33D36,23,23,Black,Same
huC3C30D,14,14,hazel,hazel
huF6B0B1,1,1,Grey,Same
hu54EEB2,14,14,brown around the pupil with a green ring on the outside,same
hu057C7D,4,4,Blue/grey,same
huD828D2,7,7,blue or grey,same
hu1DD730,21,21,dark brown,dark brown
huF58F40,7,7,Kaleidoscope,Kaleidoscope
huDCB7AA,8,8,blue,blue
hu8B35DE,3,3,"blue, bits of brown near pupil ",same
huF9F779,14,14,"Hazel, browner center, green outer ring with dark brown flecks","Same, Hazel, but smaller green outer ring, and no flecks"
huFE71F3,13,13,hazel,same
hu77957D,16,14,hazel with flecks,hazel
hu7B4393,8,8,blue with green band around pupil and couple brown spots,blue with green band around pupil and couple brown spots
hu99AC8D,20,20,dark brown,same
hu267A10,10,10,yellow-green with flecks of amber with a few black spots,"same,without the black spots"
huBE37B9,14,14,"Hazel/green, flecks, brown around pupil",same
huF33837,4,4,blue vibrant,blue vibrant
hu1BF153,4,4,Blue,Blue
huEE7BBB,18,18,Hazel,same
hu79E3C7,17,17,,
huE9E383,21,21,hazel,same
huCB1DEA,21,21,Brown,same
hu0878AF,16,16,"hazel; brown inner ring, greenish outer ring",same
huF629AC,14,14,Hazel,same
hu283211,,,,
hu5CCE61,21,21,dark brown,same
huFD37C8,18,18,brown with green flecks,brown with green flecks
hu57C9FD,21,21,Brown,same
hu36A660,1,1,grey,grey
hu75FDE0,13,13,green with flecks with darker ring,same
huB6623D,11,11,Blue with a yellow ring around the iris,same
hu7D97DF,22,22,dark brown color without spots without freckling,"dark brown color without spot, without freckling"
hu50B3F5,2,2,Blue with a ring of yellow around the pupil,same
huABC594,4,4,Blue,Blue
hu014EFA,21,21,Dark brown,Dark brown
hu519DE2,13,13,hazel,hazel
huADF414,,,Hazel,same
hu0E1D27,16,16,Hazel,same
huAD1375,13,13,Blue,Blue
hu2E179F,21,21,Dark brown,Dark brown
huC70CEE,2,3,blue-gray sometimes brown in center,blue-gray sometimes brown in center
huC70CEE,2,3,"blue-gray, sometimes brown in middle","blue-gray, sometimes brown in middle"
hu7A2F1D,4,4,blue,blue
hu94040B,7,7,blue,blue
hu888B13,17,17,Brown,Brown
hu1A8107,2,2,blue-grey,same
hu1A8107,2,2,blue-grey,same
hu21C2A6,2,2,light blue green,light blue green
hu46B1A0,19,19,brown with grey outer ring,same
huC92BC9,20,20,brown,Same
hu3438DF,21,21,dark brown,dark brown
hu87223B,20,20,solid brown,same
hu4BCE3C,18,18,Haxel,Hazel
huC73C2D,11,11,Blue with Brown around the Iris,Blue witha little Brown around the Iris
hu9FCAF7,13,13,Grey,Same
huDAA62E,11,11,"blue-green, slight brownish ring near pupil",same
hu20C798,11,11,a light hazel/green,same
hu96959E,23,23,brown,same
hu48AC54,6,6,Denium blue with radial pattern; yellow/green near pupil,same
hu0DEE68,,,,
huFF6AB4,8,8,"hazel mostly green today,  blue some days",same
hu01EECF,15,15,Hazel,Same
huA3177D,9,6,Blue with small brown ring,blue with brown specks
huD80EF3,8,8,,
hu75F3D7,16,15,hazel,hazel
huD37BAD,11,10,green with yellow ring,same
hu648431,14,14,"green, light brown flecks",same
hu2419F7,9,9,green,green
huF194C8,17,17,"brown but has green/hazel flecks, which seem to be more prominent during certain hormonal phases,  and dark grey exterior ring",same
hu1C6DA9,4,4,Blue Steel,Blue Steel
huFB87DF,21,21,,
huC2279C,6,6,Blue,Blue
hu0B4653,4,3,Blue with lighter flecks and a darker ring,same
hu1EF4CF,5,5,grey/blue,same
hu82AAD7,21,21,dark brown,same
huE6E6C9,18,18,brown with hints of amber,brown with hints of amber
huB828CB,16,16,Brown,same
hu96B7C3,16,16,"brown, very dark ring around pupil","brown, very dark ring around pupil"
hu979849,18,18,hazel,same
huE81731,,,hazel,hazel
hu02C8E3,13,13,green-gray with some brown around iris,"green-gray with some brown around iris, one brown fleck"
hu3269F6,3,3,Blue,Same
huF99A55,22,22,dark brown,dark brown
huE18D82,13,13,Hazel with thin blue ring,Same
hu4A9989,21,21,brown,brown
hu9EDB77,8,8,"""Hazy Blue""","""Hazy Blue"""
hu7E6BE8,11,11,Green with slight brown around pupil,Same
huD636DC,22,22,,
huD0127A,2,2,blue with tint of green,blue with tint of green
huD0127A,2,2,blue with tint of green,blue with tint of green
hu4F3DB4,8,8,Hazel,Same 
hu2FBC1E,18,18,Brown,Brown
hu49682A,20,20,brown,same
huECE756,11,11,greenish,greenish
hu569BA6,13,13,dark grey,same
hu1247AF,3,3,blue that gets darker around the edge,same
huE670CB,13,13,Hazel,Hazel
huE8AB10,21,21,brown,same
hu609D1E,1,1,,
hu609D1E,1,1,Blue,same
huA91EB4,4,4,blue with a dark ring around the outter part of iris,same
hu7D9CFA,22,22,brown,brown
hu7D9CFA,22,22,brown,brown
huE9EECA,14,14,hazel,same
huE17950,13,13,hazel,fleck of brown
hu5E164C,11,11,green,green
hu63165B,20,20,brown,brown
hu618103,4,4,blue,same
huC43685,22,22,brown,same
hu6791F6,16,16,Hazel with dark gold flecks,Same 
huE8554D,21,21,Deep Brown with interspersed black flecks,Deep Brown with interspersed black flecks
hu5E8E50,21,21,"brown, no distinguishing features",same
hu005023,20,20,brown,brown with black line
hu81BCA8,3,3,Blue with gray and green tones and dark rim,same
huAC827A,14,14,hazel with ring,same
hu955EE1,20,20,Brown,same
huE9130A,16,16,brown,brown
hu868880,16,16,hazel,hazel
huF7B0CD,21,21,amber brown with gold rings ,amber brown with gold rings
huA433CD,1,1,blue,same
huA433CD,1,1,Blue,Blue
hu64A49C,2,3,blue,blue
hu9D75D9,21,21,Brown with spots,Brown
hu52A2CC,12,12,"hazel, flecks of gold and brown, Grey, green",same
hu531522,21,21,,
hu53E02A,13,5,blue with yellow inside around the the black,pale grey
hu5A38F5,8,8,GREEN AROUND THE PUPIL AND BLUE AROUND THE GREEN,SAME
huEAA391,21,21,Brown,same
hu2F80FC,23,24,dark,same
huD23DC7,21,21,borwn with a deep olive green center,same
huBFC13E,3,3,blue,same
hu4EEA9B,13,13,"Green, Hazel, Brown, Red, as dark as image 16, with a Ring.",Same
hu4EEA9B,14,14,"Like number 14, but with dark ring.  Overall color slightly darker than picture.","Like number 14, but with dark ring.  Overall color slightly darker than picture."
huDBDF82,14,14,hazel,same
huDBDF82,14,14,hazel,hazel
huC03A63,14,14,Hazel,same
hu4C3094,6,6,,
hu9925B4,7,7,"Dark blue outer rim, lighter  blue throughout, green around pupil",same
hu1C3ACB,12,12,Green,Same
huAD6C57,18,18,blue,blue
hu4623CD,23,23,brown almost black,same
huDE8ACB,14,15,"Hazel, changes color from blue green to green brown",Same
hu297A5D,4,4,blue,blue
huFB4F9E,1,1,"vivid, aqua, blue with silver and teal starburst and a more vivid dark aqua ring around the outside",same
huCDD5EE,2,2,Blue with hint of yellow with starburst,Same
huDE536F,13,13,hazel,same
huB0DE0F,14,,"green edges, brown around the center",same
hu8209C4,7,6,blue,blue
hu152E96,15,15,hazel,hazel
hu55889F,14,14,bron in center green at edge,same
hu77BAD2,2,2,grey-blue,grey-blue
hu37161B,7,7,Blue,Blue
huDD5D00,13,13,"Chameleon Eyes: Change between blue, green, grey, hazel. ","""same"""
hu741459,5,5,grey,grey
huBE7BAD,8,11,grey-green,same
hu2735B0,15,15,brown,brown
hu9C5D3F,14,14,Hazel,Hazel
huB4DBD7,7,7,Blue,Same
huE0E689,18,18,Honey brown with gold flecks,Same
hu346673,4,4,Blur,Same
hu01FB26,21,21,brown,same
hu01FB26,21,21,brown,same
huC3ACB0,6,6,light blue,same
hu652406,12,12,Green - light blue center with dark rings,Same
hu60431C,18,18,brown,brown
hu7ECB9C,22,22,brown,brown
hu7BBD72,5,5,"light blue/gray with a yellowish/greenish/goldish/hazelish ring around the pupil, and tiny flecks of the same color throughout the blue/gray ","light blue/gray with a yellowish/greenish/goldish/hazelish ring around the pupil, and tiny flecks of the same color throughout the blue/gray "
hu880E6A,4,4,blue,same
hu60AB7C,14,14,Olive Drab outside of Hazel,Olive Drab outside of Hazel
hu470099,14,14,hazel,same
hu4C20BC,7,7,blue,same
hu70ED6F,14,14,Brown with some green,same
hu70ED6F,14,14,Brown w/green,same
hu1FD318,13,13,green,same
hu6D243A,4,6,blue,same
hu1187FF,10,10,light green,same
hu7CE7A6,22,22,,
hu4B3CE7,21,21,"dark ring brown center ""ray""",same
hu65BFA1,7,7,Blue/Green,same
hu4F2901,20,20,brown,brown
hu3FD7CB,13,13,Hazel,Same
hu40A5EC,8,8,,
huEDD981,2,2,blue,blue
huEDD981,2,2,blue,blue
huA5C65F,4,4,Blue,Same
huD82893,7,7,Darker blue ring around a lighter blue shade with some small flecks of green right around the pupil,Almost the same - the green flecks are slightly larger here
hu480C51,4,4,Blue,Blue
hu6568BC,18,18,brown,same
hu39D219,10,10,"light green with dark, thick ring",same
hu7C0788,19,19,brown,brown
huAF469C,11,11,blue,blue
huAF469C,11,11,blue,blue
huCE971C,7,7,Hazel,same
hu9F0C90,7,7,Blue,Same
huC87AD4,1,1,blue,same
hu4D6C61,20,20,dark brown with dark blue-violet ring,same
hu5F9608,1,1,blue,same
hu4BB10E,4,4,Blue,Blue
hu7CAF48,14,14,hazel,hazel
hu8DFB85,3,3,Green,Same
huBF974E,16,17,"Medium brown center, hazel middle, slight green outer edge","medium brown center and middle, hazel outer edge"
hu498BDE,21,21,brown,brown
huEC83E7,2,2,blue,blue
hu9CB528,21,21,solid dark brown,solid dark brown
hu6B7829,1,1,blue,same
huC9C933,7,7,blue,same
huA49E22,16,16,similar to #16 but without black spots,same
hu24E078,14,14,green/hazel,same
hu231D80,4,4,blue,same
hu136241,8,8,blue green with ring,"""same"""
hu5A7E54,23,23,,
hu3963B9,16,16,hazel green with iron flecks,same
hu5A7DC1,1,1,Blue,same
hu7F7E4E,24,24,Brown,Brown
hu448C4B,8,8,blue with ring,same
huAD6C57,7,7,blue,blue
hu2CDBAA,3,3,Blue/Gray ,Same
hu297A5D,4,4,blue,blue
hu53075C,18,18,Golden brown,Golden brown
hu344FC0,7,8,Blue with a little green,Same
hu17B792,14,14,hazel,hazel
huFE1782,2,2,blue with dark ring,same
hu5268AD,20,20,brown,brown
hu297A5D,4,4,blue,blue
huF055B9,22,22,"Brown, sometimes 'amber' in sunlight",same
hu6036FB,14,14,,one black spot
hu473ED0,7,7,Blue w/ gray lines and inner hazel ring,Same
hu5CA053,14,14,Green with brown circle around pupil,Green with brown circle around pupil
hu1DC288,4,4,Electric blue with a sapphire blue ring on the putter iris and a dark blue almost black ring around the pupil,Same
huF5F075,16,16,hazel,hazel
hu371765,18,18,brown,brown
hu9532BC,14,14,hazel,same
hu53DD01,7,7,blue,blue
hu6F651C,14,14,brown,brown
huB06CDB,7,7,"Blue, dark ring around iris, a hint of gold striping, & dark blue stripes",Same
hu76380E,11,11,blue-green,same
hu27CF3D,13,13,Grey/blue/green,Same
huC5203C,,,Blue,Blue
hu8FCC8F,4,4,"Dark blue outer, grey inner, with green flecks",same
hu81F96F,18,18,medium brown with flecks with ring with spots,same
huFE0257,19,19,Brown,Brown
hu7D1D2D,23,23,Dark Brown,Same
huD7DB72,11,12,light teal with a darker ring,same
huD7DB72,11,12,blue-green with ring,same
huAFF60A,17,17,brown,same
huDEEECB,8,8,blue with amber flecks,same
hu3F8570,4,4,Blue,same
hu45A646,21,21,brown,brown
hu934217,1,1,Blue,Blue
huBA62D9,19,19,Brown,Brown
hu52C5AD,7,7,"Blue with dark blue ring around outside edge, gold ring inside next to pupil",same
hu655EB3,18,18,brown,same
huBBF649,20,20,brown,brown
hu0F6CC5,10,10,teal green,same
hu9639D2,13,13,green,green
hu195E4B,4,4,grey blue,grey blue
huADBA20,1,1,iceberg blue ,iceberg blue 
hu00F298,15,15,hazel,same
hu72C17A,20,20,brown with yellow flecks,same
hu2519CF,,,brown,same
huF489EC,17,17,Medium brown,Medium brown
huDF8970,10,10,hazel,hazel
hu524B5B,22,22,brown,brown
huE27C66,1,1,Blueberry ,Blueberry
huE7271F,17,17,brown,brown
hu47E28A,7,7,Gray-Blue,Gray-Blue
hu7F50FF,8,8,green,green
hu768A9A,21,21,"brown, solid",same
hu826751,11,11,blue,blue
hu351AF9,16,16,brown,same
hu8246C2,4,4,blue,blue
hu96D41E,7,7,Blue,Blue
huD6F70D,1,1,blue,blue
huCA7C6B,2,2,,
huD2F73D,7,7,blue-green,blue-green
hu9AF15C,11,11,blueish green gray,same
huA80B79,15,15,hazel,same
hu01FCAD,16,15,brown,brown
hu4B6D1D,10,10,Blue-Grey Hazel,Green-Grey Hazel
hu19CCAF,15,15,hazel,hazel
hu4A8E6F,23,23,Dark brown,Dark brown
huA3BBD3,20,20,brown,same
hu4528B9,8,8,Blue grey/green,Same
huA2D79E,23,23,dark brown almost black,dark brown almost black
hu082B98,17,17,hazel brown,same
huAC9980,18,18,Brown,Brown
huAA306E,2,2,blue,same
hu26D074,4,4,Grey with some blue,same
hu18460C,14,14,hazel with green ring,hazel with green ring
hu18460C,14,14,hazel with green ring,hazel with green ring
hu55E69B,7,7,blue-green,blue-green
hu6F9975,13,13,green with one brown speck,green
hu0B100A,11,9,"Blue/grey, pigment around pupils",same
hu5880D9,13,13,Dark green blue with yellow/brown around pupil,same
hu9BD3DC,3,3,Blue with darker blue ring around outer iris,Same
hu34986F,10,8,Green blue,Blue yellow
hu88370B,8,8,,
hu6C4BCF,17,17,brown with some green tint,brown with some green tint
hu4664CE,11,8,Blue with ring,Blue with lesser ring
hu83E9B9,20,20,,
hu98F189,8,9,Blue green,Same
hu05FD49,10,10,blue green,same
hu76D186,6,6,"blue, few specks","blue, few specks"
huA33758,16,16,My colour division isn't quite as crisp as the pic. My Color is like a burnt amber surrounded by olive.,Same.
hu871435,11,11,Hazel,Hazel
hu72C17A,21,21,brown,brown
huB1FD55,14,15,Golden Brown with hazel flecks,same
huEEE6E8,20,20,brown,same
hu7DE7FD,13,13,"greenish w brown centers, w flecks",same
hu51B2DF,2,2,blue,same
hu82D466,15,15,hazel,hazel
huF5E0B6,20,20,brown,brown
hu3E3370,7,7,blue,blue
hu5CABA7,19,19,"Brown with green lines, more green on the outside.",same
hu72076D,4,4,Blue,Same
hu7A03F2,4,4,light blue ring with dark blue outer ring,light blue ring with dark blue outer ring
hu635045,16,16,,
hu6D1115,20,20,brown,same
hu8602F1,14,14,green with brown around pupil,same
hu6E7E5D,9,9,Blue outside with increasing brown/hazel near pupil--streak of hazel extends to outside on bottom,Same as above without streak
hu4D906B,13,13,Light greenish blue with small yellow/brown flecks and solid dark ring,Same
hu1F7A7D,7,7,"Dark blue outer circle, light green iris",Same
hu26C7EE,10,10,Green w yellow ring dark blue around outer edge,Green w yellow ring dark blue around outer edge
huB9F2F3,15,15,hazel,same
hu70D651,11,11,hazelish?,same
hu1097B2,11,11,green with wide dark ring on outside edge,same
huE1E24D,18,18,Brown,Brown
hu5BB600,2,2,Blue,Blue
hu6642CE,7,8,Blue with lighter ring around the iris,Same
hu1F73AB,1,1,blue with ring,same
hu886B5A,14,14,"grayish blue, brown flecks","grayish blue, brown flecks"
hu3E6525,,,,
huDC33F3,24,24,Black ,Black 
hu7B9713,9,9,Hazel,Same
hu427AF5,8,8,Hazel,same
hu420F49,9,4,Green and blue,Blue
huEFD2F0,20,20,med brown edging to darker brown at edges,med brown edging to darker brown at edges
hu7A9A8F,7,7,blue-green,same
hu976B29,4,4,Blue,Blue
hu4DE348,8,9,blue with flecks of brown,blue with flecks of brown
hu0C9503,7,7,blue-gray,same
hu54EEB2,14,14,hazel,hazel
hu916767,20,20,brown,brown
hu2DBF2D,8,8,pale blue with goldish hue surrounding the pupil,same
hu10D938,11,11,"Dark blue outer ring, small yellow-gold inner ring","Dark blue outer ring, small yellow-gold inner ring"
hu10D938,11,11,"Dark blue outer ring, yellow-gold inner ring","Dark blue outer ring, yellow-gold inner ring"
hu6CD2B2,15,15,hazel,same
hu4A0B16,11,11,green with lighter blue ,same
huC300EA,20,20,BROWN,BROWN
huEC8BB4,20,20,Brown,Brown
hu4509AD,10,10,grey green,same
hu07CA25,13,13,"green, golden, gray hazel with a darker ring",same
hu4C0A4F,2,2,blue,same
huC3ECD9,16,16,Hazel,Hazel
hu548442,5,2,blue/green,same
huC61F44,7,7,blue-gray with dark outer ring,same
hu4A9550,13,13,hazel,hazel
hu17410A,2,2,Hazel,Same
hu029DBB,21,21,Brown with gold threads,Brown with gold threads
huA96EC4,16,16,"brown, green, dark brown heterochromia iridium","brown, green"
hu4D0AD8,19,19,brown,same
hu16D807,13,13,hazel,hazel
hu8D297C,15,16,dark hazel,dark hazel
hu217398,1,1,Cornflower blue,Same
huB225A9,2,2,blue,blue
hu2B8562,7,7,grey-green with dark ring,same
hu4B1A63,15,15,Grey,Grey
hu370A63,11,11,hazel,hazel
hu370A63,11,11,hazel,hazel
hu0211D6,13,13,green,green
huB75628,14,14,Green to brown gradient,Green to brown gradient
huB75628,14,14,Green to brown gradient,Green to brown gradient
huDCCD23,14,14,"dark outer ring, green/blue with brown",same
huEBFE01,14,14,hazel,same
hu955F41,11,11,hazel,same
huE2EAB7,2,2,somewhere between blue and gray,same
hu2C27FF,13,13,,
hu50741B,14,14,hazel,same
hu515A13,1,1,blue,same
hu691B95,2,7,Blue with gold and grey ,Blue with gold and grey
hu48739E,7,7,"Light blue, sea green, grey with light brown flecks close to pupil",Same
huAA67BC,3,3,blue,same
hu2EFFAB,15,14,Dark brown at periphery and lighter brown in center,Similar
hu4F2FC9,13,13,hazel,hazel w/ few flecks
hu0EB0AC,23,23,black,same
hu0E7AAF,11,11,hazel,hazel
huA5BEB9,15,15,hazel,same
huDABCEB,21,21,Brown,Same
huE77B10,10,10,Green,Green
huAF3415,4,4,blue,same
hu828330,5,5,blue with darker ring around iris,same
hu9BBEE6,4,4,medium blue,same
hu6B8812,20,20,brown,same
hu040C0A,16,16,hazel,same
huF6B050,8,8,Blue with green hints,Blue with green hints
hu1EEE46,7,7,Blue,same
hu99FB1A,15,15,Brown center resolving to green,same
hu99FB1A,15,15,"hazel ,brown in center, green outside",same
huA5BA2A,2,2,blue grey,blue grey
hu04D550,13,13,green,same
huF0C7F6,7,7,Blue green,Blue green
huD58ABC,2,2,blue gray,same
hu4F0EE1,20,20,,
huF5A4C6,16,23,light brown,dark brown
hu0257DA,8,5,Gray/green combo with flecks of gold around pupil,same (but with much less gold flecks)
hu6942AE,1,1,Blue/grey with light ring around pupil,same
hu28C432,8,7,Blue with green center,same
